Intersection,City,State,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopH,WalkComH,HseHldH,WalkComPctH,PopQ,WalkComQ,HseHldQ,WalkComPctQ,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsH,SchoolsQ,SchoolsT,Signal,MaxSlope,EmpSF_H,EmpSF_Q,EmpSF_T,EmpH,EmpQ,EmpT,StMetersH,StSegH,StMetersQ,StSegQ,StMetersT,StSegT,logPopH,logWalkComH,logHseHldH,logWalkComPctH,logPopQ,logWalkComQ,logHseHldQ,logWalkComPctQ,logPopT,logWalkComT,logHseHldT,logMaxSlope,logEmpSF_H,logEmpSF_Q,logEmpSF_T,logEmpH,logEmpQ,logEmpT,logStMetersH,logStSegH,logStMetersQ,logStSegQ,logStMetersT,logStSegT
GRAND AVENUE & SECOND STREET,0,CA,34.05447,-118.24989,7,Los Angeles,1620641,14.29833231,10942.93039,1049.156527,6637.335237,0.187959733,2892.97099,299.5686448,1856.273251,0.197707006,316.1331823,29.61130331,200.9785161,1,1,0,1,5,0,0,1,0.0812,27223750,5726250,182500,75154,21812,638,42784.33416,677,42784.33416,677,8684.861341,126,9.300448991,6.955742766,8.800465993,-1.666221342,7.970039623,5.702346927,7.526326667,-1.615923871,5.756166751,3.388189927,5.303202993,-2.498599977,17.11960031,15.56057142,12.11450546,11.22729463,9.990215602,6.458339851,10.66392729,6.517671273,10.66392729,6.517671273,9.069336713,4.836281907
HILL STREET & SECOND STREET,0,CA,34.05309,-118.24775,7,Los Angeles,1914943,14.46519842,11674.621,1116.027441,7283.48827,0.189972766,2308.232736,259.0146822,1470.429053,0.244810572,358.4452619,42.17184463,225.7820136,0,2,0,1,4,1,0,1,0.1279,24625000,3752500,812500,70847,13198,679,38671.64517,545,38671.64517,545,7983.707817,103,9.365172705,7.017531628,8.893365322,-1.655624448,7.744237895,5.556888609,7.29331019,-1.403194072,5.881778752,3.741776522,5.419574421,-2.048718369,17.01927275,15.13793284,13.60787119,11.16827792,9.487820658,6.5206226,10.56286193,6.300785795,10.56286193,6.300785795,8.985158221,4.634728988
BROADWAY & SECOND STREET,0,CA,34.052395,-118.246677,7,Los Angeles,2258526,14.63022295,11677.25436,1068.200735,7243.865847,0.188919309,2515.361515,284.4286815,1619.871764,0.229169103,422.1327373,55.33905722,266.97958,0,2,0,1,2,2,0,0,0.0445,23882500,2700000,1015000,68324,16621,1453,38302.12829,506,38302.12829,506,7830.766541,80,9.365398242,6.973731892,8.887910438,-1.661155987,7.830172213,5.650486058,7.390102884,-1.46894101,6.045322177,4.013497008,5.587175922,-3.090042953,16.98865653,14.80876233,13.83039917,11.13201639,9.718422295,7.281386352,10.55326074,6.226536669,10.55326074,6.226536669,8.965815682,4.382026635
SPRING STREET & SECOND STREET,0,CA,34.051703,-118.245606,7,Los Angeles,3036879,14.9263409,11474.54378,994.4464483,7092.133007,0.186018857,2680.399433,286.063322,1733.381211,0.211171697,453.337671,53.19679038,294.5649758,1,1,0,1,2,2,1,1,0.0094,20028750,3305000,555000,63724,14946,1103,37968.5957,486,37968.5957,486,7658.90197,76,9.347886364,6.902187255,8.866741563,-1.676545829,7.893721478,5.656216688,7.457829814,-1.550359441,6.116639464,3.974016861,5.685503004,-4.565949473,16.8126793,15.01094703,13.22672339,11.06231655,9.612199051,7.005789926,10.54451467,6.186208624,10.54451467,6.186208624,8.943623906,4.33073334
MAIN STREET & SECOND STREET,0,CA,34.051003,-118.244519,7,Los Angeles,2007866,14.51258302,11522.68283,911.7290444,6909.921192,0.179802403,2726.771341,260.4434048,1751.934582,0.192211095,479.4828928,48.54457928,319.3733212,0,2,0,1,2,2,1,0,0.0329,15713750,3841250,426250,56271,15585,3248,37808.06015,476,37808.06015,476,7866.873258,83,9.352072878,6.815343942,8.840713657,-1.710350542,7.910873896,5.562389421,7.468476503,-1.643971931,6.172710302,3.882503136,5.766363836,-3.384340265,16.57004668,15.16130839,12.96278131,10.9379346,9.654064256,8.085795009,10.54027759,6.165417854,10.54027759,6.165417854,8.970415964,4.418840608
LOS ANGELES STREET & SECOND STREET,0,CA,34.050273,-118.24334,7,Los Angeles,1470481,14.20110012,11603.43999,833.0397932,6731.047337,0.168636757,2717.297171,206.4661423,1723.431686,0.164333368,466.5836878,33.56921236,306.641328,1,1,0,1,2,2,0,0,0.0281,12105000,3648750,377500,46055,15291,463,37928.92885,460,37928.92885,460,8509.548226,93,9.35905697,6.725082612,8.814486181,-1.774095851,7.907393346,5.330141283,7.452073329,-1.799791431,6.145439543,3.513639137,5.725682013,-3.537017105,16.30912915,15.1098952,12.84132585,10.73759164,9.635019764,6.137729214,10.54346939,6.131226489,10.54346939,6.131226489,9.048944133,4.532599493
SAN PEDRO STREET & SECOND STREET,0,CA,34.049346,-118.241795,7,Los Angeles,1874334,14.44376395,11196.74408,697.097404,6231.672264,0.150566234,2621.040892,140.8579563,1629.910603,0.129606734,433.8780606,16.08510264,277.0234554,1,0,0,0,2,2,0,1,0.0101,10453750,3862500,1373750,35748,7931,1478,37097.95632,431,37097.95632,431,9948.066383,109,9.323378397,6.546926583,8.737400157,-1.886732561,7.871327186,4.94775908,7.396281061,-2.035564501,6.072765833,2.777955709,5.624105789,-4.500810171,16.16247132,15.1668252,14.13305479,10.48424963,8.978534536,7.298445778,10.52131716,6.06610809,10.52131716,6.06610809,9.205133478,4.691347882
CENTRAL AVENUE & SECOND STREET,0,CA,34.0477,-118.239291,7,Los Angeles,1487808,14.21281445,9347.742553,392.6234997,4903.442706,0.105174735,2185.414958,73.05138376,1341.939406,0.078505804,410.0970384,14.846494,260.0117568,1,1,0,1,2,0,0,1,0.0088,8128750,3367500,506250,24665,4143,946,35371.31223,390,35371.31223,390,10588.85241,117,9.142890262,5.972853684,8.497693034,-2.242669103,7.689561459,4.29117677,7.20187191,-2.531925254,6.016396249,2.697831097,5.560730694,-4.625372893,15.91091772,15.02968119,13.1347859,10.11314055,8.329175683,6.852243626,10.47365638,5.966146739,10.47365638,5.966146739,9.267557067,4.762173935
ALAMEDA STREET & SECOND STREET,0,CA,34.047162,-118.238084,7,Los Angeles,487761,13.09758081,8275.787931,284.9589479,4267.877017,0.083387944,1912.119396,59.13135817,1154.426055,0.065354345,305.5464768,9.443784169,184.4419107,1,0,0,1,0,0,0,1,0.0058,7046250,2912500,123750,19380,3767,294,32504.25205,362,32504.25205,362,9330.429463,106,9.021089535,5.652348637,8.358872031,-2.472330731,7.55596806,4.07977829,7.051359444,-2.712746034,5.722105173,2.245462649,5.217339988,-4.990832667,15.76800612,14.88452238,11.72601869,9.871996937,8.234034473,5.683583169,10.38912619,5.891644212,10.38912619,5.891644212,9.141036323,4.663439094
FIGUEROA STREET & THIRD STREET,0,CA,34.05512,-118.25447,7,Los Angeles,1032505,13.84749845,11493.54905,986.4746474,6440.79618,0.16593989,4274.441012,420.2968124,2754.134803,0.170823952,856.8469075,91.84314119,582.1679296,1,0,0,1,9,4,2,1,0.0298,31697500,7558750,1105000,66443,16210,1577,41185.20905,701,41185.20905,701,15914.45915,326,9.349541292,6.894138639,8.770407597,-1.790121472,8.360408849,6.040963537,7.920858989,-1.761284861,6.753260432,4.520093023,6.366760663,-3.480240589,17.27174837,15.83821639,13.91535589,11.10409973,9.693383676,7.363280221,10.62583447,6.552507887,10.62583447,6.552507887,9.674983355,5.786897381
FLOWER STREET & THIRD STREET,0,CA,34.05443,-118.2534,7,Los Angeles,704129,13.46471686,11080.96149,1071.74986,6566.746382,0.184562536,4168.537646,432.3905404,2810.944638,0.183424743,705.8213351,76.09922904,492.4535406,0,1,0,0,7,2,1,1,0.1005,40298750,10930000,1683750,75749,23531,4675,40725.8235,682,40725.8235,682,13980.30934,305,9.312983824,6.977048908,8.789773918,-1.684363334,8.335320809,6.069331521,7.941276232,-1.690513796,6.559363556,4.332051275,6.199402153,-2.287696481,17.51183101,16.20702186,14.33653401,11.23518054,10.06607402,8.449984656,10.61461765,6.525029658,10.61461765,6.525029658,9.545405143,5.720311777
GRAND AVENUE & THIRD STREET,0,CA,34.053036,-118.251226,7,Los Angeles,2171202,14.59079149,12145.9087,1272.841797,7826.762666,0.192057471,3438.168344,387.9752899,2391.087341,0.221161108,486.5940894,53.24551937,362.2249931,1,1,0,1,5,1,0,1,0.0918,46120000,11811250,2343750,87133,26245,6371,42259.09163,685,42259.09163,685,9633.999437,157,9.404747742,7.149008101,8.965304379,-1.644767359,8.142694441,5.960944229,7.779503914,-1.504352449,6.187432339,3.974932439,5.892268307,-2.377308639,17.64675725,16.28456303,14.66726277,11.37519098,10.17523081,8.759511879,10.6515748,6.529418838,10.6515748,6.529418838,9.173053729,5.056245805
HILL STREET & THIRD STREET,0,CA,34.05166,-118.24909,7,Los Angeles,2511013,14.73619682,13740.91009,1367.11942,9165.07714,0.185865427,3327.6457,410.7359777,2334.349395,0.244771207,623.4462754,84.29685762,448.3056925,0,2,0,1,5,0,0,1,0.2031,44442500,6536250,583750,86296,19319,1195,33648.77671,472,33648.77671,472,8548.599667,100,9.528132873,7.220461923,9.123155686,-1.677366565,8.110020636,6.017953053,7.755488928,-1.403354229,6.435264199,4.434356451,6.10547758,-1.589145209,17.60970678,15.69287416,13.27722809,11.36553854,9.868844398,7.085902301,10.42373198,6.156978986,10.42373198,6.156978986,9.053522767,4.605170186
BROADWAY & THIRD STREET,0,CA,34.050963,-118.248017,7,Los Angeles,3257619,14.99650712,14065.08724,1315.839074,9343.435282,0.182481632,3672.550774,452.8883161,2582.68623,0.228220459,750.5311525,110.6313668,530.3948397,0,2,0,1,3,1,0,1,0.028,40032500,4995000,565000,79329,13371,924,32260.65914,425,32260.65914,425,8476.222693,94,9.551450995,7.18223058,9.142429374,-1.695640715,8.208642006,6.11564776,7.856585698,-1.473071035,6.620782492,4.706212694,6.273623595,-3.540459449,17.50520218,15.42394797,13.24458101,11.28135905,9.500843536,6.828713154,10.38160378,6.052089169,10.38160378,6.052089169,9.045020192,4.543294782
SPRING STREET & THIRD STREET,0,CA,34.050267,-118.246945,7,Los Angeles,2527351,14.74268228,14711.18615,1253.127679,9472.397627,0.179146293,3790.282633,441.455644,2619.856326,0.215226117,812.8978072,106.3430334,585.4930006,0,2,0,1,3,1,0,1,0.008,35960000,3696250,747500,74444,12600,2060,32319.85455,405,32319.85455,405,9000.019404,101,9.596363514,7.133398646,9.156137441,-1.713986021,8.240196132,6.090079814,7.87087514,-1.531430581,6.700606633,4.666679437,6.372455936,-4.710530702,17.39791777,15.12282935,13.52448959,11.21780246,9.441452172,7.630461747,10.38343701,6.003887067,10.38343701,6.003887067,9.104982012,4.615120517
MAIN STREET & THIRD STREET,0,CA,34.04956,-118.245853,7,Los Angeles,872401,13.67900446,14997.39244,1174.035592,9364.737234,0.175011029,3840.762549,400.8284961,2572.477839,0.200883958,856.3657859,97.65360911,628.2758108,0,2,0,1,3,2,0,1,0.0224,26485000,4135000,311250,64599,13053,1533,32746.58197,394,32746.58197,394,9779.434725,109,9.615631694,7.068203169,9.144706663,-1.73720862,8.253426467,5.99353614,7.852625242,-1.600062212,6.752698773,4.581436857,6.442980851,-3.755019257,17.09208909,15.23499789,12.64835173,11.07595423,9.476773348,7.334982531,10.39655387,5.976350909,10.39655387,5.976350909,9.188036962,4.691347882
LOS ANGELES STREET & THIRD STREET,0,CA,34.048517,-118.244727,7,Los Angeles,1167630,13.97048661,15628.9821,1130.593674,9465.727652,0.167856669,3803.388536,315.0188288,2458.61765,0.17489686,657.8670309,55.92745865,450.5823681,1,1,0,1,2,1,0,1,0.033,19447500,4435000,315000,43400,9063,665,33487.49364,378,33487.49364,378,10076.54047,114,9.65688236,7.030499033,9.155433044,-1.778705033,8.243647931,5.752635585,7.807354947,-1.737857478,6.48900435,4.02407335,6.110543117,-3.381394754,16.78322909,15.30503817,12.66032792,10.67821474,9.11195558,6.499788544,10.41892732,5.934894196,10.41892732,5.934894196,9.217965276,4.736198448
SAN PEDRO STREET & THIRD STREET,0,CA,34.047326,-118.242504,7,Los Angeles,904675,13.71533104,14059.83688,888.1934097,7991.423712,0.155651795,3346.423355,166.2507295,1988.060464,0.133380446,455.2987934,16.56961655,275.1864498,1,1,0,1,2,0,0,1,0.006,11137500,4280000,1052500,31382,5722,904,33294.63907,361,33294.63907,361,10269.34511,123,9.551077635,6.789190649,8.986124335,-1.853729804,8.115647698,5.113503082,7.594915304,-2.007080353,6.120956089,2.80763104,5.617452501,-4.96184513,16.22582835,15.26946357,13.86667885,10.35398979,8.652073848,6.806830467,10.41315167,5.888877958,10.41315167,5.888877958,9.236918534,4.812184355
CENTRAL AVENUE & THIRD STREET,0,CA,34.04611,-118.239561,7,Los Angeles,758654,13.53930109,10397.78685,414.6070798,5437.827578,0.1072486,2268.312947,76.0113469,1372.21536,0.082817283,427.7218706,15.75726721,272.7511034,1,1,0,1,0,0,0,1,0.011,7808750,2830000,146250,16728,4038,239,32903.99644,357,32903.99644,357,10015.5416,120,9.249348356,6.027333688,8.601135102,-2.223324844,7.72679208,4.330895786,7.224182493,-2.479116052,6.058475487,2.75736513,5.608563337,-4.422848629,15.87075546,14.85578727,11.89307277,9.724839301,8.303505047,5.476467736,10.4013494,5.877735782,10.4013494,5.877735782,9.211893325,4.787491743
ALAMEDA STREET & THIRD STREET,0,CA,34.045538,-118.238061,7,Los Angeles,1067624,13.88094618,8614.839051,268.8217275,4355.133241,0.083021344,1872.936357,56.31731469,1109.62272,0.064880344,305.4687339,9.439766991,184.385719,1,0,0,0,0,0,0,1,0.0085,6367500,2163750,471250,11152,2976,377,31606.64732,348,31606.64732,348,9392.728206,106,9.061241582,5.594052157,8.379110713,-2.476684416,7.535263257,4.031019788,7.011776246,-2.719915152,5.721850703,2.245037226,5.217035286,-4.65646348,15.66671749,14.58735339,13.06314402,9.319374223,7.998335732,5.93224784,10.36112274,5.85220248,10.36112274,5.85220248,9.147691074,4.663439094
FIGUEROA STREET & FOURTH STREET,0,CA,34.053694,-118.255815,7,Los Angeles,2418502,14.6986589,12859.14733,1114.236958,7220.843226,0.165335853,3548.927413,345.9536036,2275.331832,0.18409235,486.5941173,53.24552242,362.2250139,2,0,0,1,8,5,1,1,0.0857,49892500,13941250,2706250,79022,28314,2803,42103.22605,709,42103.22605,709,15991.2834,315,9.46181077,7.015926004,8.884727154,-1.793746327,8.174400981,5.846307563,7.72988162,-1.686900389,6.187432396,3.974932496,5.892268365,-2.445301395,17.72538125,16.45036263,14.81107447,11.27748159,10.2511117,7.938445908,10.64787964,6.563855527,10.64787964,6.563855527,9.679799065,5.752572639
FLOWER STREET & FOURTH STREET,0,CA,34.052957,-118.254781,7,Los Angeles,2535804,14.7460213,12192.52159,1235.973416,7476.707951,0.188031329,3312.234769,352.3956111,2276.555737,0.205337493,486.5940866,53.24551906,362.2249909,1,1,0,1,7,2,0,1,0.1421,53172500,17251250,3320000,89696,37090,7083,42551.68441,706,42551.68441,706,13507.88252,269,9.40857814,7.119614938,8.919547994,-1.665842517,8.105378699,5.864757277,7.730419377,-1.578242135,6.187432333,3.974932433,5.892268301,-1.944211592,17.7890519,16.66339516,15.01547534,11.40418147,10.5211027,8.865452967,10.65847472,6.559615237,10.65847472,6.559615237,9.511028684,5.59471138
GRAND AVENUE & FOURTH STREET,0,CA,34.051566,-118.2526,7,Los Angeles,46576,10.74884069,14666.7844,1555.150569,9825.502829,0.18538816,3031.77799,367.0949522,2202.567483,0.25146803,486.5940604,53.2455162,362.2249715,2,0,0,1,7,1,0,1,0.0581,54122500,16041250,3990000,83333,34353,11801,41825.54087,692,41825.54087,692,9688.058473,140,9.59334072,7.349328292,9.192736716,-1.679923901,8.016904852,5.905623264,7.697379451,-1.376470652,6.187432279,3.974932379,5.892268248,-2.828524355,17.80676055,16.59067409,15.19930179,11.33059992,10.44444466,9.375939637,10.64126246,6.539585956,10.64126246,6.539585956,9.178649321,4.941642423
ROLLINS AVENUE & MILLBRAE AVENUE,0,CA,37.6004358,-122.3840633,4,San Mateo,207330,12.24206701,3707.366773,54.99431825,1395.308744,0.031841848,735.1174849,17.64010322,254.8579157,0.046773337,92.67671974,3.09642498,29.52405213,1,0,1,1,1,0,0,1,0.0104,4110000,475000,167500,7308,1478,282,32334.01443,347,32334.01443,347,9441.010615,123,8.218077409,4.007248059,7.240871709,-3.416051717,6.60003169,2.870231589,5.54071012,-3.041287598,4.529128096,1.130571115,3.385239128,-4.474141924,15.22893359,13.07107009,12.02873864,8.896725054,7.298445778,5.641910617,10.38387503,5.84932478,10.38387503,5.84932478,9.15281831,4.812184355
FIGUEROA STREET & FIFTH STREET,0,CA,34.052265,-118.257158,7,Los Angeles,4809403,15.38608352,13863.0264,1251.396413,7900.911041,0.169618166,2680.169504,263.5374048,1684.501152,0.19974599,367.2750902,43.82885777,265.0230897,1,1,0,1,8,3,0,1,0.0878,57425000,19835000,4770000,86892,32273,7459,43932.84036,748,43932.84036,748,15306.17434,303,9.536980676,7.132016136,8.97473348,-1.768327165,7.893635692,5.574199106,7.42922534,-1.605714901,5.906113855,3.780315269,5.579820726,-2.421368629,17.86599031,16.80295861,15.37785686,11.37242126,10.38198628,8.91717677,10.69041739,6.617402978,10.69041739,6.617402978,9.636011578,5.713732806
FLOWER STREET & FIFTH STREET,0,CA,34.05157,-118.25608,7,Los Angeles,9879288,16.105951,13638.6147,1392.733783,8655.608575,0.183990463,2410.00615,269.0568591,1652.034224,0.225429524,361.7039803,43.4495766,260.9067814,0,2,0,1,7,3,0,1,0.0438,60023750,25062500,6283750,90181,44755,11196,42935.22281,724,42935.22281,724,14270.33952,273,9.520660438,7.239024563,9.065962896,-1.687451007,7.787384993,5.594926446,7.409763276,-1.485321535,5.890828908,3.771624122,5.564167017,-3.10554714,17.91025088,17.03688326,15.65347749,11.40957405,10.70895847,9.32331194,10.66744781,6.584791392,10.66744781,6.584791392,9.565938502,5.609471795
GRAND AVENUE & FIFTH STREET,0,CA,34.05018,-118.25393,7,Los Angeles,6534440,15.69259721,15619.90434,1720.267304,10644.96184,0.190133107,2580.66447,329.3584324,1850.099241,0.249230644,361.8103162,43.45791768,260.9930464,1,1,0,1,7,0,0,1,0.1308,58353750,31556250,4505000,88605,48132,9826,41548.41151,670,41548.41151,670,8631.078298,125,9.656301363,7.450235548,9.272842086,-1.654785199,7.855802579,5.797149654,7.522995101,-1.38537221,5.89112285,3.771816071,5.564497596,-2.026469657,17.88203418,17.26728223,15.32069845,11.39194358,10.78170254,9.192787314,10.63461457,6.507277712,10.63461457,6.507277712,9.063124724,4.828313737
OLIVE STREET & FIFTH STREET,0,CA,34.049472,-118.252844,7,Los Angeles,8499258,15.95548942,15648.31592,1727.513104,10869.79695,0.196127095,3228.215377,412.5973259,2333.626473,0.237915298,385.5162758,47.77650789,277.2057665,0,2,0,1,4,0,0,1,0.0693,59991250,30602500,2217500,90180,39725,5337,40412.72919,633,40412.72919,633,8450.040674,113,9.658118645,7.45443872,9.293743392,-1.623906605,8.079685058,6.022474543,7.755179191,-1.431646192,5.954586006,3.866554983,5.624763677,-2.65498348,17.90970928,17.23659226,14.61189099,11.40956296,10.58973602,8.582419164,10.60690009,6.450470422,10.60690009,6.450470422,9.041926534,4.727387819
FIGUEROA STREET & SIXTH STREET,0,CA,34.05084,-118.2585,7,Los Angeles,3078684,14.94001279,13783.00325,1256.71311,7922.281604,0.172491635,2268.166121,236.1012911,1382.956866,0.193597967,236.0321998,33.59232121,158.9544342,1,1,0,1,7,2,0,1,0.0718,60561250,23667500,6058750,91587,38737,10267,43663.60077,697,43663.60077,697,13698.74676,240,9.531191536,7.136255744,8.977434651,-1.751625896,7.726727349,5.464265148,7.231979866,-1.636819556,5.463972472,3.514327274,5.068623875,-2.620039324,17.91916581,16.97961336,15.61701407,11.42504463,10.56455052,9.236690245,10.6842701,6.546785411,10.6842701,6.546785411,9.525059631,5.480638923
FLOWER STREET & SIXTH STREET,0,CA,34.05013,-118.25742,7,Los Angeles,7057127,15.76954859,13716.13765,1385.504255,8671.329907,0.183922896,1941.587114,235.5281751,1294.48049,0.217088318,236.0322162,33.59232354,158.9544452,0,2,0,1,6,1,0,0,0.0343,62118750,29413750,6725000,94597,46291,11812,44123.09421,690,44123.09421,690,12247.27971,216,9.526328422,7.233820157,9.067777565,-1.687816317,7.571261533,5.461834792,7.1658655,-1.52285517,5.463972542,3.514327343,5.068623944,-3.343872315,17.94455843,17.19697281,15.72134248,11.45738105,10.74270286,9.376871328,10.6947386,6.536691598,10.6947386,6.536691598,9.413059127,5.375278408
HOPE STREET & SIXTH STREET,0,CA,34.049437,-118.256341,7,Los Angeles,3883058,15.17213355,14507.57246,1551.714563,9576.489655,0.189050897,1811.31527,238.6029922,1263.29046,0.229938881,236.0322119,33.59232294,158.9544424,0,2,0,1,7,1,1,0,0.0212,62545000,33406250,4717500,95437,43137,7578,44020.54937,686,44020.54937,686,8806.624961,131,9.582426099,7.347116413,9.167066484,-1.660463362,7.501809081,5.474805241,7.141475864,-1.465602188,5.463972524,3.514327325,5.068623926,-3.80766299,17.95139686,17.32425357,15.36678956,11.46622163,10.6721364,8.933004724,10.69241184,6.530877628,10.69241184,6.530877628,9.083259554,4.875197323
GRAND AVENUE & SIXTH STREET,0,CA,34.048743,-118.255268,7,Los Angeles,6563766,15.69707508,14894.05981,1649.948956,10171.3859,0.194513223,2241.412635,298.7022299,1581.330635,0.234415466,236.0322147,33.59232333,158.9544442,1,1,0,1,5,1,0,0,0.0162,63296250,35943750,6165000,97722,40601,6167,41318.92166,636,41318.92166,636,8373.871053,114,9.608717809,7.408500237,9.227333851,-1.632127266,7.714862033,5.699450538,7.366022578,-1.446403385,5.463972535,3.514327337,5.068623938,-4.062845895,17.96333664,17.39746577,15.63439869,11.489882,10.611548,8.726967937,10.62907583,6.455198563,10.62907583,6.455198563,9.032871548,4.736198448
OLIVE STREET & SIXTH STREET,0,CA,34.048038,-118.25418,7,Los Angeles,6739720,15.72352894,14633.24997,1635.769686,10222.37242,0.200504771,3431.900655,394.7342641,2547.680303,0.196073688,267.7440899,38.53934865,181.6614452,0,2,0,1,4,1,0,0,0.0131,63307500,29726250,9448750,95025,30591,5930,38648.66241,570,38648.66241,570,8006.077906,96,9.591051682,7.39986934,9.23233407,-1.601942223,8.140869805,5.978215323,7.842938932,-1.624177569,5.590035371,3.651705709,5.202150268,-4.261580482,17.96351436,17.20754105,16.06139302,11.4618953,10.32846116,8.687779661,10.56226745,6.345636361,10.56226745,6.345636361,8.98795627,4.564348191
